gauge_id,water_frac,trees_frac,flooded_veg_frac,crops_frac,built_area_frac,bare_frac,range_frac,dom_land_cover,dom_land_cover_frac,lai_mean,lai_min,lai_max,lai_diff
03045,0.024197,0.371955,0.000156,0.149707,0.012769,0.000186,0.441030,rangeland,0.441030,1.436,0.124,7.819,7.695
03046,0.030301,0.007665,0.000246,0.766855,0.075744,0.000062,0.119126,crops,0.766855,0.696,0.226,7.672,7.446
03047,0.006137,0.211965,0.000002,0.649085,0.057220,0.000225,0.075366,crops,0.649085,1.005,0.404,2.200,1.796
03048,0.016754,0.264941,0.000018,0.525488,0.027341,0.000491,0.164967,crops,0.525488,1.113,0.261,7.773,7.512
03049,0.021856,0.179333,0.000308,0.552436,0.032398,0.001584,0.212084,crops,0.552436,0.993,0.151,9.039,8.888
03050,0.001032,0.326407,0.000000,0.092297,0.011878,0.000000,0.568386,rangeland,0.568386,1.487,0.708,2.301,1.593
03051,0.012412,0.004265,0.000000,0.783675,0.031248,0.000000,0.168399,crops,0.783675,0.712,0.344,1.253,0.908
03052,0.006590,0.042780,0.000000,0.580070,0.017670,0.000013,0.352876,crops,0.580070,0.885,0.535,1.641,1.106
03053,0.020501,0.018666,0.001798,0.550366,0.024290,0.000000,0.384378,crops,0.550366,0.744,0.307,1.034,0.728
03054,0.018699,0.335757,0.000356,0.372607,0.031508,0.001398,0.239675,crops,0.372607,1.203,0.261,7.773,7.512
03055,0.025272,0.020418,0.000148,0.762046,0.041196,0.000154,0.150767,crops,0.762046,0.718,0.176,7.674,7.497
03056,0.016248,0.003186,0.000000,0.742080,0.019985,0.000014,0.218487,crops,0.742080,0.739,0.360,6.960,6.600
03057,0.012028,0.377793,0.000048,0.293967,0.026881,0.000491,0.288792,trees,0.377793,1.302,0.222,7.405,7.183
03058,0.022805,0.134180,0.000505,0.607204,0.031558,0.000807,0.202941,crops,0.607204,0.986,0.423,7.610,7.187
03059,0.017282,0.026405,0.000173,0.638694,0.021084,0.000158,0.296205,crops,0.638694,0.816,0.307,7.518,7.211
03060,0.036690,0.021143,0.000389,0.762524,0.066049,0.002452,0.110753,crops,0.762524,0.792,0.389,7.195,6.806
03061,0.024788,0.049530,0.000236,0.803044,0.011922,0.000001,0.110480,crops,0.803044,0.888,0.340,1.648,1.308
03062,0.024959,0.064979,0.000000,0.693578,0.031367,0.000002,0.185114,crops,0.693578,0.856,0.261,1.728,1.468
03063,0.026108,0.003413,0.000044,0.813200,0.042623,0.000055,0.114556,crops,0.813200,0.692,0.176,7.672,7.495
03064,0.022580,0.039114,0.000484,0.614594,0.038010,0.000373,0.284844,crops,0.614594,0.871,0.202,7.410,7.208
03065,0.058343,0.009674,0.000000,0.617370,0.114138,0.000066,0.200409,crops,0.617370,0.721,0.251,6.915,6.664
03066,0.012361,0.011013,0.000147,0.839736,0.042462,0.000180,0.094101,crops,0.839736,0.627,0.319,7.087,6.768
03067,0.043037,0.011924,0.000397,0.695766,0.087368,0.000099,0.161410,crops,0.695766,0.739,0.226,7.672,7.446
03068,0.034815,0.267508,0.000100,0.256970,0.016280,0.000061,0.424266,rangeland,0.424266,1.148,0.222,2.419,2.197
03069,0.026158,0.016871,0.000003,0.571387,0.058340,0.000050,0.327191,crops,0.571387,0.675,0.176,7.268,7.091
03070,0.023949,0.025554,0.000540,0.728149,0.026096,0.000133,0.195579,crops,0.728149,0.828,0.202,7.525,7.323
03071,0.010549,0.477025,0.000038,0.206369,0.018709,0.000778,0.286532,trees,0.477025,1.443,0.222,7.405,7.183
03072,0.024002,0.237176,0.000683,0.485693,0.038079,0.001478,0.212889,crops,0.485693,1.086,0.258,7.773,7.515
03073,0.022343,0.163476,0.000315,0.571853,0.033438,0.001152,0.207422,crops,0.571853,0.964,0.151,9.039,8.888
03074,0.017946,0.022386,0.000155,0.661957,0.021301,0.000050,0.276205,crops,0.661957,0.789,0.307,7.518,7.211
03075,0.021953,0.197750,0.000295,0.520574,0.030770,0.001520,0.227138,crops,0.520574,1.034,0.124,9.039,8.914
03076,0.022020,0.308133,0.001109,0.272957,0.029568,0.000001,0.366212,rangeland,0.366212,1.285,0.694,2.321,1.628
03077,0.026461,0.025480,0.000008,0.477737,0.067718,0.000075,0.402521,crops,0.477737,0.742,0.216,7.095,6.879
03078,0.011197,0.029984,0.000000,0.727423,0.025502,0.000000,0.205894,crops,0.727423,0.880,0.379,1.478,1.099
03079,0.020567,0.000697,0.000009,0.872052,0.027062,0.000044,0.079568,crops,0.872052,0.725,0.258,1.099,0.840
03080,0.022060,0.198471,0.000296,0.519997,0.030891,0.001602,0.226683,crops,0.519997,1.035,0.124,9.039,8.914
03081,0.018948,0.424309,0.000952,0.226970,0.032893,0.000525,0.295402,trees,0.424309,1.343,0.318,7.604,7.286
03082,0.017736,0.276126,0.000445,0.417379,0.016317,0.000094,0.271902,crops,0.417379,1.142,0.519,3.038,2.518
03083,0.008314,0.154224,0.000000,0.533949,0.024069,0.000307,0.279136,crops,0.533949,1.064,0.423,7.457,7.034
03084,0.004643,0.002566,0.000009,0.818982,0.023530,0.000019,0.150252,crops,0.818982,0.740,0.472,1.029,0.557
03085,0.009741,0.000064,0.000003,0.958947,0.029128,0.000000,0.002117,crops,0.958947,0.565,0.319,0.864,0.545
03086,0.024119,0.266814,0.000755,0.457841,0.035636,0.001789,0.213045,crops,0.457841,1.124,0.258,7.773,7.515
03087,0.020461,0.045653,0.000360,0.666178,0.024263,0.000631,0.242454,crops,0.666178,0.844,0.202,7.525,7.323
03088,0.024464,0.443446,0.000678,0.261125,0.025408,0.000000,0.244879,trees,0.443446,1.317,0.698,2.475,1.777
03089,0.028891,0.394946,0.002119,0.330632,0.032190,0.000349,0.210873,trees,0.394946,1.287,0.559,2.662,2.103
03090,0.015079,0.013818,0.000130,0.789359,0.038497,0.000177,0.142941,crops,0.789359,0.645,0.299,7.559,7.260
03091,0.007419,0.246824,0.000037,0.474002,0.039702,0.003236,0.228780,crops,0.474002,1.350,0.619,2.184,1.565
03092,0.022844,0.363339,0.000090,0.320815,0.023291,0.000232,0.269389,trees,0.363339,1.234,0.124,7.819,7.695
03093,0.015557,0.287467,0.000046,0.357740,0.037051,0.000172,0.301967,crops,0.357740,1.080,0.581,2.143,1.562
03094,0.022957,0.137051,0.000516,0.601006,0.030356,0.000685,0.207430,crops,0.601006,0.992,0.423,7.610,7.187
03095,0.024236,0.062761,0.000000,0.411655,0.017586,0.000000,0.483762,rangeland,0.483762,0.995,0.434,7.410,6.977
03096,0.009833,0.002436,0.000005,0.912592,0.031544,0.000016,0.043573,crops,0.912592,0.582,0.319,0.982,0.663
03097,0.000105,0.336510,0.000000,0.210102,0.009468,0.000000,0.443815,rangeland,0.443815,1.221,0.668,1.864,1.197
03098,0.034803,0.027950,0.000376,0.754371,0.070125,0.003211,0.109165,crops,0.754371,0.797,0.296,9.039,8.743
03099,0.011465,0.401241,0.000027,0.369258,0.027043,0.000118,0.190847,trees,0.401241,1.244,0.341,2.011,1.669
03100,0.024921,0.009039,0.000128,0.795954,0.040977,0.000092,0.128889,crops,0.795954,0.684,0.176,7.672,7.495
03101,0.016066,0.350592,0.000064,0.231599,0.017976,0.000349,0.383354,rangeland,0.383354,1.320,0.124,7.819,7.695
03102,0.017744,0.373205,0.000068,0.261074,0.019239,0.000297,0.328374,trees,0.373205,1.303,0.124,7.819,7.695
03103,0.021805,0.181836,0.000562,0.522942,0.027584,0.001385,0.243887,crops,0.522942,1.020,0.202,7.773,7.571
03104,0.003290,0.682218,0.000002,0.043162,0.004666,0.001824,0.264838,trees,0.682218,1.606,0.447,2.599,2.153
03105,0.004152,0.261534,0.000028,0.076692,0.014725,0.000174,0.642696,rangeland,0.642696,1.374,0.613,4.233,3.620
03106,0.046816,0.258189,0.000209,0.127147,0.007585,0.000126,0.559927,rangeland,0.559927,1.228,0.222,2.225,2.003
03107,0.005784,0.640570,0.000102,0.170334,0.007632,0.000917,0.174661,trees,0.640570,1.629,0.625,2.736,2.111
03108,0.015136,0.267379,0.000186,0.288381,0.042095,0.000174,0.386648,rangeland,0.386648,1.111,0.640,2.521,1.881
03109,0.025493,0.003561,0.000043,0.812947,0.042588,0.000053,0.115314,crops,0.812947,0.693,0.176,7.672,7.495
03110,0.010728,0.000268,0.000002,0.903445,0.033298,0.000085,0.052173,crops,0.903445,0.707,0.258,0.987,0.729
04001,0.028709,0.071993,0.000039,0.684881,0.052339,0.000224,0.161816,crops,0.684881,0.836,0.209,8.953,8.745
04002,0.012473,0.012632,0.000280,0.831642,0.048402,0.001729,0.092844,crops,0.831642,0.759,0.528,0.977,0.448
04003,0.027253,0.085464,0.000043,0.598363,0.062112,0.000092,0.226673,crops,0.598363,0.890,0.222,8.953,8.731
04004,0.014774,0.108427,0.000466,0.683683,0.034693,0.000335,0.157622,crops,0.683683,0.837,0.161,8.069,7.908
04005,0.017433,0.049503,0.001240,0.765901,0.040559,0.000003,0.125360,crops,0.765901,0.900,0.338,1.688,1.350
04006,0.013573,0.030006,0.000008,0.843889,0.034076,0.000021,0.078427,crops,0.843889,0.661,0.226,4.091,3.866
04007,0.017093,0.009394,0.000119,0.710522,0.132785,0.001138,0.128948,crops,0.710522,0.745,0.306,1.547,1.241
04008,0.037778,0.057086,0.000012,0.555811,0.122894,0.000365,0.226054,crops,0.555811,0.776,0.187,9.080,8.893
04009,0.023383,0.015991,0.000033,0.795381,0.055520,0.000098,0.109593,crops,0.795381,0.599,0.187,9.080,8.893
04010,0.021895,0.030467,0.000068,0.781847,0.046160,0.000202,0.119360,crops,0.781847,0.663,0.180,9.080,8.900
04011,0.013503,0.000932,0.000045,0.722808,0.023976,0.000522,0.238214,crops,0.722808,0.546,0.263,0.902,0.639
04012,0.010614,0.002525,0.000263,0.746441,0.038272,0.000165,0.201720,crops,0.746441,0.763,0.307,1.155,0.848
04013,0.021561,0.366092,0.000413,0.460086,0.037973,0.000302,0.113573,crops,0.460086,1.409,0.338,8.069,7.731
04014,0.004386,0.853140,0.000000,0.008895,0.012511,0.000607,0.120461,trees,0.853140,2.481,1.200,4.480,3.279
04015,0.040078,0.663196,0.000102,0.157653,0.025906,0.000244,0.112820,trees,0.663196,2.079,0.450,8.069,7.619
04016,0.026964,0.634292,0.000127,0.200002,0.031101,0.000427,0.107087,trees,0.634292,1.888,0.386,8.069,7.683
04017,0.023752,0.050698,0.000096,0.747781,0.043221,0.000179,0.134275,crops,0.747781,0.749,0.180,8.953,8.773
04018,0.007000,0.032308,0.000062,0.677882,0.034151,0.000024,0.248572,crops,0.677882,0.694,0.395,1.466,1.070
04019,0.022429,0.029872,0.000078,0.782659,0.045956,0.000216,0.118790,crops,0.782659,0.663,0.161,9.080,8.919
04020,0.002171,0.869183,0.000006,0.037338,0.009410,0.000234,0.081657,trees,0.869183,2.248,1.064,4.099,3.035
04021,0.040421,0.135655,0.000092,0.426868,0.060109,0.000095,0.336762,crops,0.426868,1.014,0.222,8.953,8.731
04022,0.026141,0.075075,0.000318,0.758936,0.051402,0.000820,0.087308,crops,0.758936,0.944,0.344,2.331,1.987
04023,0.010143,0.107799,0.001381,0.600983,0.037302,0.000376,0.242016,crops,0.600983,0.898,0.421,5.070,4.650
04024,0.007254,0.000039,0.000000,0.946303,0.010329,0.000000,0.036075,crops,0.946303,0.391,0.228,0.649,0.422
04025,0.012386,0.245129,0.000202,0.650397,0.027652,0.000030,0.064205,crops,0.650397,1.179,0.467,7.786,7.319
04026,0.026028,0.101371,0.000035,0.591246,0.067777,0.000140,0.213403,crops,0.591246,0.924,0.222,8.953,8.731
04027,0.058231,0.807213,0.000102,0.011841,0.009706,0.000343,0.112564,trees,0.807213,2.535,0.450,8.069,7.619
04028,0.023279,0.102357,0.000217,0.777040,0.043586,0.000063,0.053458,crops,0.777040,1.047,0.431,2.331,1.899
04029,0.006959,0.842185,0.000002,0.031058,0.016469,0.001053,0.102274,trees,0.842185,2.177,0.836,4.480,3.644
04030,0.010573,0.023935,0.000049,0.739253,0.026942,0.000438,0.198810,crops,0.739253,0.619,0.192,2.896,2.704
04031,0.014452,0.112033,0.000446,0.678270,0.034738,0.000324,0.159737,crops,0.678270,0.843,0.161,8.069,7.908
04032,0.011266,0.176182,0.000031,0.739813,0.037960,0.000034,0.034714,crops,0.739813,1.073,0.422,7.458,7.036
04033,0.051839,0.128355,0.000028,0.244859,0.238445,0.000768,0.335706,rangeland,0.335706,0.949,0.251,9.080,8.829
04034,0.019124,0.077519,0.000037,0.668286,0.045860,0.000074,0.189100,crops,0.668286,0.871,0.222,3.232,3.010
04035,0.008458,0.020892,0.000383,0.861978,0.048485,0.000016,0.059788,crops,0.861978,0.829,0.559,1.488,0.929
04036,0.021793,0.055421,0.000199,0.736352,0.040914,0.000310,0.145011,crops,0.736352,0.723,0.161,9.080,8.919
04037,0.011895,0.000511,0.000007,0.827085,0.050975,0.000027,0.109500,crops,0.827085,0.607,0.295,1.185,0.890
04038,0.040252,0.037359,0.000028,0.650793,0.088984,0.000198,0.182386,crops,0.650793,0.728,0.187,9.080,8.893
04039,0.002157,0.003309,0.000003,0.930318,0.039047,0.000017,0.025150,crops,0.930318,0.593,0.292,1.416,1.124
04040,0.020761,0.193962,0.000317,0.619924,0.037426,0.000238,0.127372,crops,0.619924,1.033,0.161,8.069,7.908
04041,0.032082,0.002505,0.001155,0.905528,0.054643,0.000067,0.004020,crops,0.905528,0.781,0.531,1.346,0.815
04042,0.044487,0.083525,0.000020,0.439236,0.171692,0.000630,0.260411,crops,0.439236,0.839,0.187,9.080,8.893
04043,0.022316,0.029962,0.000079,0.782471,0.045954,0.000213,0.119006,crops,0.782471,0.663,0.161,9.080,8.919
04044,0.052911,0.078193,0.000023,0.431302,0.139270,0.000784,0.297517,crops,0.431302,0.797,0.187,8.908,8.721
04045,0.028615,0.061851,0.000440,0.750781,0.053885,0.000190,0.104239,crops,0.750781,0.903,0.344,2.252,1.908
04046,0.022183,0.052504,0.000219,0.736495,0.045879,0.000514,0.142207,crops,0.736495,0.739,0.161,9.080,8.919
04047,0.024799,0.152859,0.000002,0.596756,0.047596,0.001843,0.176146,crops,0.596756,1.060,0.305,4.339,4.034
04048,0.025236,0.155767,0.000003,0.541371,0.050838,0.000260,0.226525,crops,0.541371,1.082,0.357,7.151,6.794
04049,0.021291,0.026231,0.000000,0.690023,0.062288,0.000034,0.200134,crops,0.690023,0.691,0.201,7.583,7.382
04050,0.013282,0.816254,0.000177,0.063474,0.022731,0.000764,0.083318,trees,0.816254,2.064,0.386,7.913,7.527
04051,0.005343,0.000014,0.000000,0.956142,0.012192,0.000000,0.026309,crops,0.956142,0.385,0.254,0.581,0.327
04052,0.021225,0.055988,0.000204,0.742935,0.041522,0.000292,0.137834,crops,0.742935,0.722,0.161,9.080,8.919
04053,0.005069,0.003777,0.000013,0.902920,0.043567,0.001164,0.043489,crops,0.902920,0.722,0.456,0.942,0.487
04054,0.031113,0.024971,0.000034,0.727939,0.068647,0.000140,0.147155,crops,0.727939,0.652,0.187,9.080,8.893
04055,0.000638,0.000038,0.000000,0.986142,0.011293,0.000000,0.001888,crops,0.986142,0.431,0.254,0.663,0.409
04056,0.023019,0.205500,0.000003,0.493015,0.090804,0.000412,0.187246,crops,0.493015,1.156,0.381,7.329,6.948
04057,0.007583,0.036785,0.000760,0.697995,0.032242,0.000232,0.224403,crops,0.697995,0.642,0.224,5.070,4.847
04058,0.021907,0.217701,0.000254,0.618074,0.034909,0.000208,0.106948,crops,0.618074,1.085,0.161,8.069,7.908
04059,0.036313,0.001590,0.001937,0.843836,0.081128,0.000037,0.035159,crops,0.843836,0.826,0.258,1.457,1.199
04060,0.022186,0.052502,0.000219,0.736476,0.045897,0.000516,0.142205,crops,0.736476,0.739,0.161,9.080,8.919
04061,0.008280,0.000315,0.000000,0.892252,0.036843,0.000007,0.062303,crops,0.892252,0.511,0.242,1.034,0.792
04062,0.021801,0.051775,0.000198,0.734245,0.045223,0.000392,0.146366,crops,0.734245,0.727,0.161,9.080,8.919
04063,0.067233,0.313644,0.000260,0.187586,0.033652,0.000203,0.397422,rangeland,0.397422,1.334,0.277,8.953,8.676
04064,0.020256,0.015840,0.000032,0.804109,0.048986,0.000190,0.110587,crops,0.804109,0.598,0.187,9.080,8.893
05001,0.030563,0.358581,0.000417,0.442527,0.061700,0.000161,0.106051,crops,0.442527,1.290,0.217,4.758,4.541
05002,0.021065,0.278031,0.000720,0.452310,0.078935,0.000160,0.168778,crops,0.452310,1.200,0.217,8.591,8.375
05003,0.015130,0.537457,0.000060,0.339178,0.043977,0.000058,0.064140,trees,0.537457,2.106,0.471,7.698,7.227
05004,0.003904,0.078357,0.000050,0.578741,0.283605,0.000140,0.055202,crops,0.578741,0.745,0.309,4.701,4.392
05005,0.002159,0.255701,0.000002,0.387592,0.055433,0.000083,0.299031,crops,0.387592,1.152,0.525,4.150,3.625
05006,0.029425,0.544380,0.000139,0.285985,0.081310,0.000030,0.058731,trees,0.544380,1.999,0.396,8.591,8.195
05007,0.008398,0.529909,0.000114,0.373722,0.036562,0.000000,0.051294,trees,0.529909,1.623,0.578,7.688,7.110
05008,0.020627,0.294457,0.000518,0.415839,0.086572,0.000192,0.181795,crops,0.415839,1.239,0.217,8.591,8.375
05009,0.009746,0.073927,0.000176,0.381662,0.194519,0.000500,0.339471,crops,0.381662,0.833,0.305,7.553,7.249
05010,0.011905,0.790662,0.000025,0.079093,0.039626,0.000079,0.078610,trees,0.790662,2.807,0.471,7.698,7.227
05011,0.001378,0.222628,0.000001,0.536634,0.103461,0.000032,0.135866,crops,0.536634,1.336,0.525,5.213,4.688
05012,0.016813,0.254290,0.000407,0.461352,0.102894,0.000532,0.163713,crops,0.461352,1.166,0.217,8.591,8.375
05013,0.016284,0.658532,0.000365,0.106613,0.164933,0.000041,0.053231,trees,0.658532,2.770,0.584,8.591,8.007
05014,0.002704,0.169343,0.000004,0.603893,0.082654,0.000347,0.141055,crops,0.603893,1.073,0.372,7.423,7.051
05015,0.011340,0.634699,0.000002,0.084313,0.024169,0.000159,0.245319,trees,0.634699,2.235,0.503,4.937,4.435
05016,0.000940,0.622575,0.000000,0.050614,0.182402,0.000834,0.142635,trees,0.622575,2.414,0.948,4.638,3.690
05017,0.004397,0.791780,0.000004,0.059061,0.039770,0.000137,0.104851,trees,0.791780,2.314,0.854,4.720,3.866
05018,0.019728,0.435068,0.000038,0.234396,0.061959,0.000090,0.248721,trees,0.435068,1.679,0.256,7.104,6.847
05019,0.001433,0.331108,0.000000,0.517942,0.063305,0.000056,0.086156,crops,0.517942,1.203,0.671,3.430,2.758
05020,0.001199,0.236809,0.000000,0.576606,0.056914,0.000000,0.128472,crops,0.576606,1.166,0.449,4.948,4.498
05021,0.009447,0.047640,0.000198,0.400515,0.231496,0.000613,0.310091,crops,0.400515,0.786,0.305,7.553,7.249
05022,0.011527,0.502157,0.000004,0.044731,0.028246,0.000029,0.413305,trees,0.502157,1.837,0.559,7.104,6.545
05023,0.002344,0.129123,0.000000,0.443692,0.306427,0.000915,0.117499,crops,0.443692,0.921,0.419,4.573,4.154
05024,0.030694,0.394583,0.000249,0.451005,0.063485,0.000207,0.059778,crops,0.451005,1.390,0.217,4.758,4.541
05025,0.000750,0.329062,0.000000,0.268275,0.090444,0.000159,0.311310,trees,0.329062,1.349,0.635,4.783,4.149
05026,0.022348,0.205540,0.002947,0.503543,0.075374,0.000227,0.190021,crops,0.503543,0.810,0.386,1.554,1.168
05027,0.022234,0.174707,0.002525,0.517185,0.082071,0.000188,0.201090,crops,0.517185,0.816,0.386,1.554,1.168
05028,0.019109,0.393445,0.000157,0.430525,0.073718,0.000040,0.083007,crops,0.430525,1.535,0.366,8.591,8.225
05029,0.021065,0.288214,0.000602,0.426389,0.082470,0.000174,0.181086,crops,0.426389,1.201,0.217,8.591,8.375
06001,0.010964,0.325699,0.000092,0.496308,0.051843,0.000192,0.114902,crops,0.496308,1.167,0.292,7.837,7.545
06002,0.005550,0.614205,0.000016,0.272519,0.027628,0.000023,0.080059,trees,0.614205,1.910,0.634,7.113,6.479
06003,0.000852,0.644306,0.000000,0.226218,0.012211,0.000000,0.116413,trees,0.644306,1.477,0.685,2.401,1.716
06004,0.022989,0.273062,0.000741,0.413119,0.099244,0.000992,0.189854,crops,0.413119,1.022,0.286,7.712,7.427
06005,0.004265,0.304623,0.000014,0.552608,0.056680,0.000006,0.081803,crops,0.552608,0.846,0.597,2.176,1.579
06006,0.016401,0.317691,0.000353,0.443248,0.077319,0.000524,0.144464,crops,0.443248,1.099,0.286,7.837,7.551
06007,0.009956,0.501052,0.000480,0.353936,0.045687,0.000226,0.088663,trees,0.501052,1.661,0.423,7.113,6.690
06008,0.016688,0.307405,0.000390,0.448719,0.077172,0.000557,0.149068,crops,0.448719,1.098,0.286,7.837,7.551
06009,0.015748,0.328239,0.000316,0.438264,0.072903,0.000864,0.143667,crops,0.438264,1.100,0.286,7.944,7.658
06010,0.011765,0.578816,0.001386,0.267416,0.021710,0.000132,0.118775,trees,0.578816,1.962,0.423,4.945,4.522
06011,0.015631,0.316610,0.000277,0.457887,0.071468,0.003562,0.134565,crops,0.457887,1.068,0.264,7.944,7.680
07001,0.015354,0.676317,0.000632,0.097759,0.016328,0.000078,0.193533,trees,0.676317,1.626,0.517,7.614,7.097
07002,0.008203,0.411703,0.000055,0.391147,0.047340,0.001026,0.140525,trees,0.411703,1.335,0.391,7.798,7.406
07003,0.020693,0.432374,0.000691,0.336413,0.041435,0.002810,0.165583,trees,0.432374,1.191,0.199,7.803,7.605
07004,0.008695,0.366828,0.000841,0.423962,0.046108,0.002069,0.151496,crops,0.423962,1.048,0.245,7.803,7.558
07005,0.004522,0.511978,0.000179,0.217927,0.021394,0.000299,0.243701,trees,0.511978,1.264,0.391,2.333,1.941
07006,0.021228,0.518426,0.000013,0.181295,0.014428,0.000028,0.264582,trees,0.518426,1.458,0.353,3.062,2.709
07007,0.008721,0.396468,0.000797,0.395350,0.042673,0.002198,0.153794,trees,0.396468,1.091,0.245,7.803,7.558
07008,0.006222,0.349918,0.000020,0.454933,0.051423,0.001499,0.135985,crops,0.454933,1.070,0.346,7.671,7.325
07009,0.020758,0.428520,0.000681,0.341201,0.041829,0.003059,0.163952,trees,0.428520,1.187,0.195,7.803,7.609
07010,0.020704,0.428502,0.000722,0.338270,0.041347,0.002383,0.168071,trees,0.428502,1.182,0.245,7.803,7.558
07011,0.006366,0.354699,0.000017,0.451794,0.051311,0.001874,0.133939,crops,0.451794,1.067,0.346,7.671,7.325
07012,0.021613,0.409669,0.000737,0.367781,0.039713,0.002171,0.158317,trees,0.409669,1.132,0.245,7.803,7.558
07013,0.007928,0.392797,0.000061,0.414373,0.049717,0.000291,0.134833,crops,0.414373,1.340,0.391,7.497,7.106
07014,0.020553,0.431492,0.000722,0.339696,0.038042,0.002154,0.167340,trees,0.431492,1.180,0.245,7.803,7.558
07015,0.008771,0.402492,0.000001,0.430469,0.029655,0.001420,0.127193,crops,0.430469,1.079,0.407,7.803,7.396
08001,0.008533,0.236843,0.000030,0.578366,0.040302,0.000020,0.135905,crops,0.578366,1.104,0.512,7.066,6.554
08002,0.002162,0.497884,0.000000,0.197530,0.032875,0.000000,0.269549,trees,0.497884,1.581,0.801,4.146,3.344
08003,0.027753,0.363699,0.000818,0.168530,0.031844,0.003822,0.403535,rangeland,0.403535,1.127,0.144,7.634,7.489
08004,0.033183,0.365123,0.000424,0.144890,0.017029,0.001581,0.437772,rangeland,0.437772,1.123,0.144,7.552,7.408
08005,0.015686,0.643127,0.000959,0.107971,0.011286,0.005835,0.215136,trees,0.643127,1.485,0.335,7.550,7.215
08006,0.026133,0.249513,0.000808,0.419587,0.049319,0.002361,0.252279,crops,0.419587,1.088,0.144,7.728,7.584
08007,0.024926,0.293931,0.000712,0.391776,0.041191,0.002504,0.244960,crops,0.391776,1.140,0.131,8.024,7.892
08008,0.008338,0.239428,0.000005,0.615876,0.053104,0.000701,0.082547,crops,0.615876,0.997,0.536,7.895,7.359
08009,0.027337,0.452236,0.003535,0.234674,0.046422,0.000913,0.234882,trees,0.452236,1.400,0.418,7.634,7.216
08010,0.047867,0.236857,0.001025,0.345562,0.043810,0.000648,0.324231,crops,0.345562,1.094,0.254,2.382,2.128
08011,0.024426,0.177017,0.000854,0.554645,0.060712,0.000249,0.182097,crops,0.554645,1.036,0.173,7.635,7.463
08012,0.025222,0.252820,0.000717,0.420280,0.049129,0.002679,0.249154,crops,0.420280,1.089,0.144,8.024,7.880
08013,0.011128,0.367133,0.000160,0.341219,0.023144,0.001977,0.255240,trees,0.367133,1.319,0.394,7.635,7.241
08014,0.003094,0.623017,0.000000,0.057864,0.012096,0.000109,0.303821,trees,0.623017,1.590,0.643,7.507,6.864
08015,0.015355,0.456849,0.000578,0.175118,0.042549,0.002639,0.306912,trees,0.456849,1.149,0.257,7.908,7.650
08016,0.012088,0.276009,0.000258,0.409947,0.026079,0.001844,0.273775,crops,0.409947,1.208,0.394,7.635,7.241
08017,0.025379,0.281947,0.000739,0.400056,0.041972,0.002411,0.247496,crops,0.400056,1.124,0.131,8.024,7.892
08018,0.009345,0.471838,0.001047,0.425572,0.047551,0.000005,0.044642,trees,0.471838,1.475,0.685,7.094,6.409
08019,0.029662,0.395253,0.000704,0.129004,0.019523,0.002223,0.423631,rangeland,0.423631,1.163,0.144,7.634,7.489
08020,0.032657,0.173877,0.001193,0.412036,0.047818,0.000207,0.332211,crops,0.412036,1.015,0.254,7.000,6.746
08021,0.010809,0.425379,0.000056,0.309156,0.027938,0.002027,0.224635,trees,0.425379,1.179,0.407,8.024,7.617
08022,0.021244,0.611717,0.000015,0.111373,0.013794,0.002120,0.239738,trees,0.611717,1.452,0.335,2.204,1.869
08023,0.008554,0.445832,0.000001,0.133168,0.022782,0.000093,0.389570,trees,0.445832,1.224,0.578,7.478,6.900
08024,0.004946,0.686823,0.000054,0.125783,0.010533,0.000000,0.171860,trees,0.686823,1.624,0.696,3.858,3.162
08025,0.015969,0.179990,0.000330,0.349233,0.031934,0.000436,0.422107,rangeland,0.422107,0.956,0.332,7.590,7.258
08026,0.024551,0.311020,0.000715,0.383198,0.040256,0.002925,0.237335,crops,0.383198,1.167,0.131,8.024,7.892
08027,0.009505,0.482978,0.000052,0.258507,0.028218,0.000345,0.220395,trees,0.482978,1.326,0.492,7.761,7.269
08028,0.021744,0.042526,0.000086,0.703333,0.104273,0.000200,0.127838,crops,0.703333,0.887,0.199,7.154,6.956
08029,0.029124,0.437219,0.000903,0.238403,0.029054,0.004358,0.260939,trees,0.437219,1.296,0.335,7.603,7.268
08030,0.017825,0.270838,0.000220,0.384922,0.035609,0.002185,0.288402,crops,0.384922,1.097,0.457,7.728,7.271
08031,0.015322,0.188762,0.000263,0.344820,0.030823,0.000835,0.419174,rangeland,0.419174,0.977,0.332,7.590,7.258
08032,0.018115,0.193892,0.000320,0.407950,0.038966,0.002452,0.338305,crops,0.407950,1.007,0.457,7.058,6.601
08033,0.024970,0.443632,0.000319,0.232998,0.032143,0.000221,0.265717,trees,0.443632,1.307,0.393,2.258,1.865
08034,0.025512,0.230530,0.000814,0.469362,0.052242,0.001968,0.219572,crops,0.469362,1.083,0.173,7.728,7.555
08035,0.026488,0.136312,0.000649,0.567584,0.065073,0.000186,0.203709,crops,0.567584,0.965,0.173,7.154,6.982
08036,0.007025,0.325842,0.000031,0.442247,0.028841,0.001590,0.194424,crops,0.442247,1.083,0.468,7.866,7.398
08037,0.003737,0.458411,0.000000,0.439818,0.027876,0.000240,0.069918,trees,0.458411,1.296,0.475,7.866,7.391
08038,0.024825,0.301005,0.000708,0.387165,0.040663,0.002664,0.242969,crops,0.387165,1.151,0.131,8.024,7.892
